year,state_id,lgearnwke,non_missing_obs,in_lab_force,unemp,uhourse,state,first_dif_lnwage,prev_lnwage,prev_unemp,prev_uhourse,prev_first_dif_lnwage
1992,MN,5.7951107,.7369439,0,.0483559,36.545933,41,.041500092,5.7536106,.039337475,35.732758,.023137569
1993,MN,5.8410487,.73819745,0,.045064379,35.886627,41,.045938015,5.7951107,.0483559,36.545933,.041500092
1994,MN,5.893887,.77521008,.13655463,.017031631,35.539295,41,.052838326,5.8410487,.045064379,35.886627,.045938015
1995,MN,5.9393754,.74263263,.13163064,.03167421,35.854496,41,.045488358,5.893887,.017031631,35.539295,.052838326
1996,MN,5.9830103,.70841891,.17248461,.037220843,35.434784,41,.043634892,5.9393754,.03167421,35.854496,.045488358
1997,MN,5.9703007,.73616236,.14575645,.021598272,35.255638,41,-.012709618,5.9830103,.037220843,35.434784,.043634892
1998,MN,6.064909,.75308645,.13756613,.020449897,33.576111,41,.094608307,5.9703007,.021598272,35.255638,-.012709618
1999,MN,6.1242089,.75757575,.1344697,.026258206,34.810001,41,.059299946,6.064909,.020449897,33.576111,.094608307
1979,MO,5.0372696,.56100798,.35941646,.041407868,36.789597,43,,,,,
1980,MO,5.0922604,.54842931,.32984293,.05859375,35.892601,43,.054990768,5.0372696,.041407868,36.789597,
1981,MO,5.1865783,.57930106,.30376345,.07915058,36.575405,43,.094317913,5.0922604,.05859375,35.892601,.054990768
1982,MO,5.2452693,.55958551,.31476685,.073724009,36.486111,43,.058691025,5.1865783,.07915058,36.575405,.094317913
1983,MO,5.3224521,.55646259,.30748299,.072691552,36.948654,43,.07718277,5.2452693,.073724009,36.486111,.058691025
1984,MO,5.3673449,.60265881,.29394388,.052301254,37.318626,43,.044892788,5.3224521,.072691552,36.948654,.07718277
1985,MO,5.3586426,.63665086,.25276461,.054968286,36.53846,43,-.0087022781,5.3673449,.052301254,37.318626,.044892788
1986,MO,5.4249187,.64451826,.23421927,.060737528,36.925259,43,.066276073,5.3586426,.054968286,36.53846,-.0087022781
1987,MO,5.4365811,.66995072,.23316912,.040685225,36.470589,43,.011662483,5.4249187,.060737528,36.925259,.066276073
1988,MO,5.4701815,.64681727,.22997947,.064000003,37.352383,43,.03360033,5.4365811,.040685225,36.470589,.011662483
1989,MO,5.6149821,.63938051,0,.03318584,37.636677,43,.14480066,5.4701815,.064000003,37.352383,.03360033
1990,MO,5.6306877,.67672414,0,.038793102,38.038216,43,.015705585,5.6149821,.03318584,37.636677,.14480066
1991,MO,5.6375532,.6708861,0,.046413504,37.477989,43,.0068655014,5.6306877,.038793102,38.038216,.015705585
1992,MO,5.6614118,.69262296,0,.061475411,37.171597,43,.023858547,5.6375532,.046413504,37.477989,.0068655014
1993,MO,5.793746,.640553,0,.036866359,38.352516,43,.13233423,5.6614118,.061475411,37.171597,.023858547
1994,MO,5.8510761,.6775701,.21728972,.035820894,36.59655,43,.057330132,5.793746,.036866359,38.352516,.13233423
1995,MO,5.9007392,.71241832,.16993465,.057742782,37.749237,43,.049663067,5.8510761,.035820894,36.59655,.057330132
1996,MO,5.8935614,.74413645,.14285715,.034825869,36.558739,43,-.0071778297,5.9007392,.057742782,37.749237,.049663067
1997,MO,5.9634771,.74770641,.1559633,.035326086,35.509201,43,.069915771,5.8935614,.034825869,36.558739,-.0071778297
1998,MO,6.0750146,.69417477,.17961165,.044378698,38.444057,43,.11153746,5.9634771,.035326086,35.509201,.069915771
1999,MO,6.1309996,.72167486,.18965517,.021276595,37.39249,43,.055984974,6.0750146,.044378698,38.444057,.11153746
1979,MS,4.9503069,.55486542,.3706004,.03618421,37.981342,64,,,,,
1980,MS,5.0565577,.56709957,.33333334,.084415585,37.216286,64,.10625076,4.9503069,.03618421,37.981342,
1981,MS,5.1021972,.53820598,.36212623,.057291668,36.796295,64,.045639515,5.0565577,.084415585,37.216286,.10625076
1982,MS,5.1534929,.53311259,.33278146,.12158809,37.114906,64,.051295757,5.1021972,.057291668,36.796295,.045639515
1983,MS,5.2457027,.51724136,.31800765,.16853933,37.381481,64,.092209816,5.1534929,.12158809,37.114906,.051295757
1984,MS,5.2160125,.54308617,.34268537,.091463417,37.590405,64,-.029690266,5.2457027,.16853933,37.381481,.092209816
1985,MS,5.3032074,.58333331,.3067376,.10997442,37.358662,64,.08719492,5.2160125,.091463417,37.590405,-.029690266
1986,MS,5.3123622,.60655737,.29143897,.089974292,37.261261,64,.0091547966,5.3032074,.10997442,37.358662,.08719492
1987,MS,5.3530583,.59646016,.2902655,.082294263,37.762611,64,.040696144,5.3123622,.089974292,37.261261,.0091547966
1988,MS,5.4321103,.6007005,.30297723,.072864324,38.489796,64,.079051971,5.3530583,.082294263,37.762611,.040696144
1989,MS,5.4643025,.64298725,0,.036429871,38.422096,64,.03219223,5.4321103,.072864324,38.489796,.079051971
1990,MS,5.5235381,.64090174,0,.037037037,38.447235,64,.059235573,5.4643025,.036429871,38.422096,.03219223
1991,MS,5.5766678,.62834644,0,.048818897,37.989975,64,.053129673,5.5235381,.037037037,38.447235,.059235573
1992,MS,5.5943332,.62686568,0,.04145937,37.931217,64,.017665386,5.5766678,.048818897,37.989975,.053129673
1993,MS,5.6022978,.60446572,0,.03508772,38.572559,64,.0079646111,5.5943332,.04145937,37.931217,.017665386
1994,MS,5.6579032,.66914499,.24535316,.046798028,36.172222,64,.055605412,5.6022978,.03508772,38.572559,.0079646111
1995,MS,5.6477962,.66013074,.26143792,.050147492,35.240925,64,-.01010704,5.6579032,.046798028,36.172222,.055605412
1996,MS,5.7335353,.64551425,.24945295,.06122449,35.840679,64,.085739136,5.6477962,.050147492,35.240925,-.01010704
1997,MS,5.8468595,.65170938,.23504274,.058659218,34.914753,64,.11332417,5.7335353,.06122449,35.840679,.085739136
1998,MS,5.8655186,.67472529,.26373628,.032835823,36.384365,64,.018659115,5.8468595,.058659218,34.914753,.11332417
1999,MS,5.9265857,.6903553,.23857868,.029999999,35.738972,64,.061067104,5.8655186,.032835823,36.384365,.018659115
1979,MT,4.8707709,.46715328,.38442823,.051383398,34.348957,81,,,,,
1980,MT,4.9903126,.49690402,.37461302,.066831686,34.476635,81,.11954165,4.8707709,.051383398,34.348957,
1981,MT,5.0535388,.53553718,.3355372,.049751244,34.280865,81,.063226223,4.9903126,.066831686,34.476635,.11954165
1982,MT,5.1736441,.52823317,.32969034,.048913043,35.265518,81,.12010527,5.0535388,.049751244,34.280865,.063226223
1983,MT,5.1869826,.49040139,.32984293,.059895832,34.192169,81,.013338566,5.1736441,.048913043,35.265518,.12010527
1984,MT,5.1773138,.5091241,.31204379,.06366048,33.491039,81,-.0096688271,5.1869826,.059895832,34.192169,.013338566
1985,MT,5.3453126,.55178571,.30000001,.068877548,35.300972,81,.16799879,5.1773138,.06366048,33.491039,-.0096688271
1986,MT,5.2868886,.59567386,.24459234,.055066079,34.455307,81,-.058423996,5.3453126,.068877548,35.300972,.16799879
1987,MT,5.3672166,.60301507,.23785594,.074725278,35.625,81,.080327988,5.2868886,.055066079,34.455307,-.058423996
1988,MT,5.3052139,.59036142,.24268502,.065909088,34.204082,81,-.062002659,5.3672166,.074725278,35.625,.080327988
1989,MT,5.4662151,.64827585,0,.05172414,35.401596,81,.16100121,5.3052139,.065909088,34.204082,-.062002659
1990,MT,5.4105525,.60967183,0,.06735751,34.470257,81,-.055662632,5.4662151,.05172414,35.401596,.16100121
1991,MT,5.5601158,.62181818,0,.049090911,35.675438,81,.14956331,5.4105525,.06735751,34.470257,-.055662632
1992,MT,5.4865727,.66549915,0,.071803853,34.18158,81,-.073543072,5.5601158,.049090911,35.675438,.14956331
1993,MT,5.6056032,.60884356,0,.056122448,35.441341,81,.11903048,5.4865727,.071803853,34.18158,-.073543072
1994,MT,5.6025324,.67010307,.15670103,.046454769,33.224617,81,-.0030708313,5.6056032,.056122448,35.441341,.11903048
1995,MT,5.6361442,.63757116,.18216319,.044083528,33.773811,81,.033611774,5.6025324,.046454769,33.224617,-.0030708313
1996,MT,5.6488214,.64631581,.17684211,.056265984,34.0228,81,.012677193,5.6361442,.044083528,33.773811,.033611774
1997,MT,5.7100368,.63999999,.20190476,.038186159,32.431549,81,.061215401,5.6488214,.056265984,34.0228,.012677193
1998,MT,5.7786407,.69169962,.15810277,.023474179,33.400002,81,.068603992,5.7100368,.038186159,32.431549,.061215401
1999,MT,5.7673306,.64575648,.19372694,.05491991,32.900002,81,-.011310101,5.7786407,.023474179,33.400002,.068603992
1979,NC,5.0038385,.60623556,.31062356,.046901174,37.756191,56,,,,,
1980,NC,5.0838594,.63570565,.27985525,.067001678,37.637569,56,.080020905,5.0038385,.046901174,37.756191,
1981,NC,5.2071671,.6608479,.25810474,.052100841,37.918869,56,.1233077,5.0838594,.067001678,37.637569,.080020905
1982,NC,5.2524624,.61392403,.25696203,.093696766,36.985565,56,.045295238,5.2071671,.052100841,37.918869,.1233077
1983,NC,5.243166,.62469733,.27602905,.080267556,37.668606,56,-.0092964172,5.2524624,.093696766,36.985565,.045295238
1984,NC,5.3695154,.70788914,.21002132,.052631579,38.375,56,.12634945,5.243166,.080267556,37.668606,-.0092964172
1985,NC,5.3769712,.64223605,.25155279,.059751038,38.097679,56,.0074558258,5.3695154,.052631579,38.375,.12634945
1986,NC,5.4134245,.6903553,.22673436,.048869438,37.832516,56,.036453247,5.3769712,.059751038,38.097679,.0074558258
1987,NC,5.5037036,.69949353,.21102983,.051355205,38.580048,56,.090279102,5.4134245,.048869438,37.832516,.036453247
1988,NC,5.5723944,.71656233,.20375641,.034310222,38.442413,56,.068690777,5.5037036,.051355205,38.580048,.090279102
1989,NC,5.642478,.72228318,0,.030186608,38.725685,56,.070083618,5.5723944,.034310222,38.442413,.068690777
1990,NC,5.6569762,.69870716,0,.040472176,38.576832,56,.014498234,5.642478,.030186608,38.725685,.070083618
1991,NC,5.7220855,.70569283,0,.042964555,38.43531,56,.065109253,5.6569762,.040472176,38.576832,.014498234
1992,NC,5.769403,.70998329,0,.031232571,38.267086,56,.047317505,5.7220855,.042964555,38.43531,.065109253
1993,NC,5.7954435,.72062087,0,.036585364,38.474617,56,.026040554,5.769403,.031232571,38.267086,.047317505
1994,NC,5.88133,.68636632,.22469281,.033962265,36.606991,56,.085886478,5.7954435,.036585364,38.474617,.026040554
1995,NC,5.8641543,.68760514,.2114414,.045519203,36.695759,56,-.017175674,5.88133,.033962265,36.606991,.085886478
1996,NC,5.9398766,.72187501,.19479166,.033635188,37.171719,56,.075722218,5.8641543,.045519203,36.695759,-.017175674
1997,NC,5.9306583,.72036475,.18946302,.036249999,35.935303,56,-.0092182159,5.9398766,.033635188,37.171719,.075722218
1998,NC,5.9947462,.71336901,.21818182,.03009576,36.856071,56,.064087868,5.9306583,.036249999,35.935303,-.0092182159
1999,NC,6.0389447,.72727275,.18816067,.024739584,36.857559,56,.044198513,5.9947462,.03009576,36.856071,.064087868
1979,ND,4.8833909,.49261084,.39408866,.028455285,34.035,44,,,,,
1980,ND,4.9866977,.51652175,.37043479,.041436464,34.090908,44,.10330677,4.8833909,.028455285,34.035,
1981,ND,5.0586381,.56942278,.3198128,.027522936,34.093151,44,.071940422,4.9866977,.041436464,34.090908,.10330677
1982,ND,5.1674142,.52577317,.31752577,.057401814,34.070587,44,.10877609,5.0586381,.027522936,34.093151,.071940422
1983,ND,5.1540666,.53954303,.30404219,.037878789,33.957653,44,-.013347626,5.1674142,.057401814,34.070587,.10877609
1984,ND,5.2830057,.55347091,.25703564,.04040404,35.701694,44,.12893915,5.1540666,.037878789,33.957653,-.013347626
1985,ND,5.257339,.58364314,.26394051,.032828283,33.735668,44,-.025666714,5.2830057,.04040404,35.701694,.12893915
1986,ND,5.2718859,.60037172,.23420075,.048543688,33.315788,44,.014546871,5.257339,.032828283,33.735668,-.025666714
1987,ND,5.2885385,.59532374,.25,.045563549,33.386707,44,.016652584,5.2718859,.048543688,33.315788,.014546871
1988,ND,5.3792739,.65124553,.19572954,.046460178,34.647541,44,.090735435,5.2885385,.045563549,33.386707,.016652584
1989,ND,5.4933801,.68356645,0,.052447554,35.933502,44,.11410618,5.3792739,.046460178,34.647541,.090735435
1990,ND,5.522943,.66351604,0,.052930057,35.831909,44,.02956295,5.4933801,.052447554,35.933502,.11410618
1991,ND,5.5362415,.66785079,0,.076376557,35.417553,44,.013298512,5.522943,.052930057,35.831909,.02956295
1992,ND,5.5062976,.67605633,0,.064386316,35.461311,44,-.029943943,5.5362415,.076376557,35.417553,.013298512
1993,ND,5.5661068,.72212064,0,.056672759,34.691139,44,.059809208,5.5062976,.064386316,35.461311,-.029943943
1994,ND,5.5156808,.74081635,.15102041,.021634616,32.338844,44,-.050426006,5.5661068,.056672759,34.691139,.059809208
1995,ND,5.6761923,.73388773,.13929313,.033816423,32.886684,44,.16051149,5.5156808,.021634616,32.338844,-.050426006
1996,ND,5.7024097,.70246083,.14317673,.031331591,33.652866,44,.026217461,5.6761923,.033816423,32.886684,.16051149
1997,ND,5.7725396,.77931035,.12873563,.015831135,33.648968,44,.070129871,5.7024097,.031331591,33.652866,.026217461
1998,ND,5.8062334,.72765958,.14468086,.029850746,34.385963,44,.03369379,5.7725396,.015831135,33.648968,.070129871
1999,ND,5.8589954,.72786176,.14038877,.030150754,35.418396,44,.052762032,5.8062334,.029850746,34.385963,.03369379
1979,NE,4.9290853,.530303,.33333334,.022727273,35.05143,46,,,,,
1980,NE,4.8989305,.56800002,.30720001,.046189375,33.732395,46,-.030154705,4.9290853,.022727273,35.05143,
1981,NE,5.0863996,.56560284,.31205675,.030927835,34.056427,46,.18746901,4.8989305,.046189375,33.732395,-.030154705
1982,NE,5.1287999,.58947366,.2631579,.045238096,34.104168,46,.04240036,5.0863996,.030927835,34.056427,.18746901
1983,NE,5.1369386,.60493827,.27572018,.025568182,33.993198,46,.0081386566,5.1287999,.045238096,34.104168,.04240036
1984,NE,5.2528052,.58928573,.26587301,.048648648,35.12458,46,.11586666,5.1369386,.025568182,33.993198,.0081386566
1985,NE,5.2632823,.62248999,.26104417,.046195652,35.196774,46,.010477066,5.2528052,.048648648,35.12458,.11586666
1986,NE,5.3029752,.67556471,.21149898,.049479168,35.659573,46,.039692879,5.2632823,.046195652,35.196774,.010477066
1987,NE,5.3731284,.65233648,.21121496,.04265403,36.243553,46,.070153236,5.3029752,.049479168,35.659573,.039692879
1988,NE,5.448586,.6700201,.21730383,.023136247,36.825825,46,.075457573,5.3731284,.04265403,36.243553,.070153236
1989,NE,5.428401,.68761903,0,.053333335,35.459835,46,-.020184994,5.448586,.023136247,36.825825,.075457573
1990,NE,5.4843612,.7081911,0,.027303753,35.828915,46,.055960178,5.428401,.053333335,35.459835,-.020184994
1991,NE,5.5907211,.69602764,0,.044905007,36.92556,46,.10635996,5.4843612,.027303753,35.828915,.055960178
1992,NE,5.6985178,.66609293,0,.022375215,37.436691,46,.10779667,5.5907211,.044905007,36.92556,.10635996
1993,NE,5.6302214,.7147826,0,.050434783,35.892944,46,-.068296432,5.6985178,.022375215,37.436691,.10779667
1994,NE,5.7089934,.73636365,.15818182,.034557234,36.08395,46,.078772068,5.6302214,.050434783,35.892944,-.068296432
1995,NE,5.7876296,.72787613,.15265487,.015665796,35.890579,46,.078636169,5.7089934,.034557234,36.08395,.078772068
1996,NE,5.7887917,.73346692,.14428858,.023419203,36.322403,46,.0011620522,5.7876296,.015665796,35.890579,.078636169
1997,NE,5.9062958,.7157895,.17684211,.017902814,36.632355,46,.11750412,5.7887917,.023419203,36.322403,.0011620522
1998,NE,5.8801141,.74896264,.14522822,.016990291,36.132965,46,-.026181698,5.9062958,.017902814,36.632355,.11750412
1999,NE,5.8931799,.73739493,.15546219,.02238806,35.803417,46,.013065815,5.8801141,.016990291,36.132965,-.026181698
1979,NH,4.9007106,.55763239,.33021808,.027906977,34.882683,12,,,,,
1980,NH,5.0142608,.59300184,.2854512,.051546391,35.074535,12,.11355019,4.9007106,.027906977,34.882683,
1981,NH,5.1387177,.62796211,.28672987,.03322259,35.049057,12,.12445688,5.0142608,.051546391,35.074535,.11355019
1982,NH,5.2015004,.61176473,.27529413,.071428575,35.923077,12,.062782764,5.1387177,.03322259,35.049057,.12445688
1983,NH,5.2430344,.6241135,.24586289,.068965517,34.738636,12,.041533947,5.2015004,.071428575,35.923077,.062782764
1984,NH,5.3283887,.67733335,.23466666,.048780486,35.69685,12,.085354328,5.2430344,.068965517,34.738636,.041533947
1985,NH,5.4279375,.64623958,.25905293,.033834588,36.693966,12,.099548817,5.3283887,.048780486,35.69685,.085354328
1986,NH,5.4495077,.70247936,.2093664,.017421603,35.890198,12,.021570206,5.4279375,.033834588,36.693966,.099548817
1987,NH,5.5784988,.67810029,.2348285,.027586207,36.447472,12,.12899113,5.4495077,.017421603,35.890198,.021570206
1988,NH,5.5644422,.64285713,.26497695,.012539185,35.7276,12,-.014056683,5.5784988,.027586207,36.447472,.12899113
1989,NH,5.707293,.70544553,0,.017326733,35.705265,12,.14285088,5.5644422,.012539185,35.7276,-.014056683
1990,NH,5.7458749,.68797952,0,.035805628,35.342007,12,.038581848,5.707293,.017326733,35.705265,.14285088
1991,NH,5.8047023,.70844686,0,.035422344,35.761539,12,.0588274,5.7458749,.035805628,35.342007,.038581848
1992,NH,5.8082547,.70184696,0,.044854883,36.349625,12,.0035524368,5.8047023,.035422344,35.761539,.0588274
1993,NH,5.786149,.6775068,0,.073170729,34.731998,12,-.022105694,5.8082547,.044854883,36.349625,.0035524368
1994,NH,5.8851194,.73579544,.15909091,.033783782,35.185329,12,.098970413,5.786149,.073170729,34.731998,-.022105694
1995,NH,5.9422178,.73641306,.1576087,.022580646,35.900368,12,.057098389,5.8851194,.033783782,35.185329,.098970413
1996,NH,5.9632211,.69496024,.19363396,.029605264,36.580154,12,.021003246,5.9422178,.022580646,35.900368,.057098389
1997,NH,5.9541407,.7085427,.17839196,.033639144,35.5,12,-.00908041,5.9632211,.029605264,36.580154,.021003246
1998,NH,6.0104432,.71951222,.18536586,.026946107,34.996609,12,.056302547,5.9541407,.033639144,35.5,-.00908041
1999,NH,6.0724587,.74137932,.17487685,.020895522,34.395348,12,.062015533,6.0104432,.026946107,34.996609,.056302547
1979,NJ,5.071744,.56135768,.36553526,.065843619,34.590698,22,,,,,
1980,NJ,5.1617398,.54672492,.37554586,.068531469,34.586262,22,.089995861,5.071744,.065843619,34.590698,
1981,NJ,5.2602286,.58875221,.33831283,.063745022,35.152237,22,.098488808,5.1617398,.068531469,34.586262,.089995861
1982,NJ,5.3517475,.5576241,.35195035,.098495215,35.233704,22,.091518879,5.2602286,.063745022,35.152237,.098488808
1983,NJ,5.4096661,.58558559,.32972974,.065860212,35.061539,22,.057918549,5.3517475,.098495215,35.233704,.091518879
1984,NJ,5.4923778,.61511546,.30860743,.056680162,35.303753,22,.082711697,5.4096661,.065860212,35.061539,.057918549
1985,NJ,5.5915661,.61030233,.30515116,.060435131,36.5,22,.099188328,5.4923778,.056680162,35.303753,.082711697
1986,NJ,5.6172481,.63977271,.27954546,.055205047,35.765541,22,.025681973,5.5915661,.060435131,36.5,.099188328
1987,NJ,5.6989479,.6347875,.29977629,.046325877,36.380615,22,.081699848,5.6172481,.055205047,35.765541,.025681973
1988,NJ,5.7925057,.63794136,.28545782,.036850922,36.710133,22,.093557835,5.6989479,.046325877,36.380615,.081699848
1989,NJ,5.8549161,.66759002,0,.013850415,36.296265,22,.062410355,5.7925057,.036850922,36.710133,.093557835
1990,NJ,5.8908057,.64942527,0,.012539185,36.974255,22,.035889626,5.8549161,.013850415,36.296265,.062410355
1991,NJ,5.9423122,.67211443,0,.019407559,36.919453,22,.051506519,5.8908057,.012539185,36.974255,.035889626
1992,NJ,5.9712133,.6510067,0,.029426949,36.289452,22,.0289011,5.9423122,.019407559,36.919453,.051506519
1993,NJ,6.0260148,.67124009,0,.030079156,36.566822,22,.054801464,5.9712133,.029426949,36.289452,.0289011
1994,NJ,6.0700645,.65427512,.24853957,.063604243,34.642044,22,.04404974,6.0260148,.030079156,36.566822,.054801464
1995,NJ,6.0552649,.65955055,.23988764,.050258685,35.46167,22,-.014799595,6.0700645,.063604243,34.642044,.04404974
1996,NJ,6.0537663,.66893041,.24448217,.048314605,34.927666,22,-.0014986992,6.0552649,.050258685,35.46167,-.014799595
1997,NJ,6.1055951,.6794979,.23012552,.047826085,35.241379,22,.051828861,6.0537663,.048314605,34.927666,-.0014986992
1998,NJ,6.083498,.69809687,.23356402,.032731377,34.636929,22,-.022097111,6.1055951,.047826085,35.241379,.051828861
1999,NJ,6.2157078,.66786033,.2354521,.04800937,35.604557,22,.13220978,6.083498,.032731377,34.636929,-.022097111
1979,NM,5.0104747,.46904761,.44047618,.05957447,36.233501,85,,,,,
1980,NM,5.1612458,.48377582,.4159292,.065656565,37.25,85,.15077114,5.0104747,.05957447,36.233501,
1981,NM,5.2635856,.52380955,.35097003,.057065219,36.895622,85,.10233974,5.1612458,.065656565,37.25,.15077114
1982,NM,5.2724881,.49716446,.34593573,.10693642,36.391636,85,.0089025497,5.2635856,.057065219,36.895622,.10233974
1983,NM,5.3108068,.52705413,.32865733,.071641788,36.083649,85,.038318634,5.2724881,.10693642,36.391636,.0089025497
1984,NM,5.3971515,.5150376,.33834586,.082386367,35.948906,85,.086344719,5.3108068,.071641788,36.083649,.038318634
1985,NM,5.3874936,.51738238,.36400819,.05466238,36.778656,85,-.0096578598,5.3971515,.082386367,35.948906,.086344719
1986,NM,5.3908272,.51456308,.3262136,.08357349,36.992455,85,.0033335686,5.3874936,.05466238,36.778656,-.0096578598
1987,NM,5.4708056,.49583334,.34791666,.092651755,36.949581,85,.079978466,5.3908272,.08357349,36.992455,.0033335686
1988,NM,5.4866095,.55747128,.31417623,.058659218,37.580757,85,.015803814,5.4708056,.092651755,36.949581,.079978466
1989,NM,5.3791246,.59238094,0,.039999999,34.877815,85,-.10748482,5.4866095,.058659218,37.580757,.015803814
1990,NM,5.5924778,.5517891,0,.048964217,36.67577,85,.21335316,5.3791246,.039999999,34.877815,-.10748482
1991,NM,5.6302676,.53427422,0,.052419353,36.735847,85,.037789822,5.5924778,.048964217,36.67577,.21335316
1992,NM,5.6296692,.5870021,0,.056603774,36.474998,85,-.00059843063,5.6302676,.052419353,36.735847,.037789822
1993,NM,5.7519526,.58441556,0,.030303031,37.425926,85,.12228346,5.6296692,.056603774,36.474998,-.00059843063
1994,NM,5.8018975,.54343432,.3070707,.058309037,36.148701,85,.049944878,5.7519526,.030303031,37.425926,.12228346
1995,NM,5.6889286,.61886793,.26603773,.059125964,34.789635,85,-.11296892,5.8018975,.058309037,36.148701,.049944878
1996,NM,5.777379,.57743788,.30592734,.055096418,35.973511,85,.088450432,5.6889286,.059125964,34.789635,-.11296892
1997,NM,5.8485355,.66194689,.22831859,.041284405,36.542782,85,.071156502,5.777379,.055096418,35.973511,.088450432
1998,NM,5.8622165,.61732852,.25631768,.055825241,36.035088,85,.013680935,5.8485355,.041284405,36.542782,.071156502
1999,NM,5.8716044,.64621675,.2576687,.041322313,35.765823,85,.00938797,5.8622165,.055825241,36.035088,.013680935
1979,NV,5.1252232,.54913294,.34971097,.057777777,37.78421,88,,,,,
1980,NV,5.282093,.61194032,.30348259,.055357143,37.924797,88,.15686989,5.1252232,.057777777,37.78421,
1981,NV,5.3807392,.65280288,.24050634,.064285718,38.398891,88,.098646164,5.282093,.055357143,37.924797,.15686989
1982,NV,5.457552,.61842108,.26754385,.077844314,38.241135,88,.076812744,5.3807392,.064285718,38.398891,.098646164
1983,NV,5.503541,.63858092,.23725055,.084302329,37.819443,88,.045989037,5.457552,.077844314,38.241135,.076812744
1984,NV,5.4594111,.64427859,.23880596,.071895428,37.081081,88,-.044129848,5.503541,.084302329,37.819443,.045989037
1985,NV,5.5228314,.65517241,.25747126,.046439629,37.480701,88,.063420296,5.4594111,.071895428,37.081081,-.044129848
1986,NV,5.5650978,.71168834,.18961039,.044871796,37.974453,88,.042266369,5.5228314,.046439629,37.480701,.063420296
1987,NV,5.644927,.69623059,.20620842,.033519555,38.343948,88,.079829216,5.5650978,.044871796,37.974453,.042266369
1988,NV,5.6976485,.70394737,.21271929,.033426184,38.523365,88,.0527215,5.644927,.033519555,38.343948,.079829216
1989,NV,5.7384958,.67556471,0,.02053388,38.118542,88,.040847301,5.6976485,.033426184,38.523365,.0527215
1990,NV,5.7746654,.66159695,0,.019011406,38.497128,88,.036169529,5.7384958,.02053388,38.118542,.040847301
1991,NV,5.8264942,.65927422,0,.032258064,38.327217,88,.051828861,5.7746654,.019011406,38.497128,.036169529
1992,NV,5.8566594,.67602593,0,.028077753,38.076675,88,.030165195,5.8264942,.032258064,38.327217,.051828861
1993,NV,5.8397732,.63404256,0,.036170214,38.362415,88,-.016886234,5.8566594,.028077753,38.076675,.030165195
1994,NV,5.9632397,.65339577,.23653395,.055214725,37.652328,88,.12346649,5.8397732,.036170214,38.362415,-.016886234
1995,NV,5.9140015,.66666669,.22857143,.052469134,35.939285,88,-.049238205,5.9632397,.055214725,37.652328,.12346649
1996,NV,5.9525347,.69138753,.23205742,.034267914,35.442905,88,.038533211,5.9140015,.052469134,35.939285,-.049238205
1997,NV,5.9428964,.67670685,.21686748,.041025642,36.486649,88,-.0096383095,5.9525347,.034267914,35.442905,.038533211
1998,NV,6.0403876,.67355371,.22107439,.053050399,37.165646,88,.097491264,5.9428964,.041025642,36.486649,-.0096383095
1999,NV,6.0764313,.71505374,.21326165,.041002277,37.320801,88,.036043644,6.0403876,.053050399,37.165646,.097491264
1979,NY,5.0661998,.51645857,.41165343,.068810292,34.802929,21,,,,,
1980,NY,5.1924148,.51892096,.39340577,.083384804,35.018772,21,.12621498,5.0661998,.068810292,34.802929,
1981,NY,5.2760925,.54935116,.37632719,.063682221,34.755905,21,.083677769,5.1924148,.083384804,35.018772,.12621498
1982,NY,5.3519039,.54502743,.36256853,.079852581,35.191093,21,.075811386,5.2760925,.063682221,34.755905,.083677769
1983,NY,5.3989515,.53374708,.37432119,.077495351,34.955669,21,.047047615,5.3519039,.079852581,35.191093,.075811386
1984,NY,5.4887457,.56219828,.36204976,.057625145,35.585205,21,.089794159,5.3989515,.077495351,34.955669,.047047615
1985,NY,5.5433078,.57385451,.3383531,.060532689,35.94305,21,.054562092,5.4887457,.057625145,35.585205,.089794159
1986,NY,5.5803189,.60911512,.32002661,.043052837,35.969963,21,.037011147,5.5433078,.060532689,35.94305,.054562092
1987,NY,5.679812,.6109091,.31636363,.034816246,36.226189,21,.099493027,5.5803189,.043052837,35.969963,.037011147
1988,NY,5.7152963,.60623872,.32233274,.039359573,36.44519,21,.035484314,5.679812,.034816246,36.226189,.099493027
1989,NY,5.7869358,.62629759,0,.020376777,36.556168,21,.071639538,5.7152963,.039359573,36.44519,.035484314
1990,NY,5.8549032,.6405009,0,.018326206,36.671913,21,.067967415,5.7869358,.020376777,36.556168,.071639538
1991,NY,5.886766,.59631598,0,.030284109,36.165443,21,.031862736,5.8549032,.018326206,36.671913,.067967415
1992,NY,5.9450426,.61190248,0,.031972144,36.644592,21,.058276653,5.886766,.030284109,36.165443,.031862736
1993,NY,5.9660082,.6153608,0,.027872406,36.746353,21,.020965576,5.9450426,.031972144,36.644592,.058276653
1994,NY,5.9467916,.60884017,.29810569,.063920453,34.828602,21,-.019216537,5.9660082,.027872406,36.746353,.020965576
1995,NY,5.9971194,.60946167,.29918435,.056331471,35.156319,21,.050327778,5.9467916,.063920453,34.828602,-.019216537
1996,NY,5.9923587,.62394875,.29635563,.05236198,34.816433,21,-.0047607422,5.9971194,.056331471,35.156319,.050327778
1997,NY,6.0199304,.63584054,.26633784,.053781513,34.617325,21,.027571678,5.9923587,.05236198,34.816433,-.0047607422
1998,NY,6.0728874,.65910029,.25505573,.046537396,34.758923,21,.052957058,6.0199304,.053781513,34.617325,.027571678
